architecture_name,architecture_description,manufacturer_name,manufacturer_city,manufacturer_country,manufacturer_website,manufacturer_phone,manufacturer_email,cpu_model,cpu_manufacturer,cpu_cores,operating_system_name,operating_system_version,operating_system_os_type,computer_computer_type,computer_purchase_date,computer_original_cost,computer_installed_memory,computer_max_memory,computer_system_model,computer_serial_number,computer_cpu_count
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2022-11-17,1491.76,8,16,MacBook Air-20204564,A2021093FZGPIQC,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2022-08-28,1371.33,32,64,Galaxy Book3-20212002,SAMS202010NU2R8Q41,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2021-11-26,1547.53,8,16,MacBook Air-20216153,A202112YRPO3UAW,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-12-14,1308.34,32,64,XPS 15-20218164,DELL202012LEQKU1T8,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2022-07-20,1201.64,16,32,Envy x360-20202414,HP202109Y6U78CPR,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-07-27,2114.87,64,128,XPS Desktop-20206365,DELL20200256C67ZFQ,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-09-23,1577.17,16,32,XPS 15-20214615,DELL202206T0O747RU,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Snapdragon 8 Gen 2,Qualcomm,8,Windows 11 Pro,22H2,Windows,Tablet,2022-12-24,1120.75,8,16,Galaxy Tab S9-20215782,SAMS202409APGQ9UQ3,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2020-04-29,1948.08,32,64,Pavilion Desktop-20219158,HP202311J8LB7N7C,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2021-09-28,1407.16,32,64,Galaxy Book3-20237940,SAMS202407N6G67JCM,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-09-27,1518.62,32,64,ThinkPad X1 Carbon-20228304,LEN202211ZRU9NMAP,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-07-02,2020.98,32,64,XPS Desktop-20201577,DELL202006Y7B5IUJ5,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2021-06-01,1561.4,32,64,Galaxy Book3-20205784,SAMS202109GZ2TDB1U,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2021-04-01,2162.41,64,128,ThinkStation-20227849,LEN202102KR5SRSWB,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-12-16,1451.06,32,64,ThinkPad X1 Carbon-20205333,LEN202105RJPXDYPJ,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-12-13,1302.81,8,16,MacBook Air-20205846,A20200351C7LXFK,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-08-04,1531.93,32,64,XPS 15-20225430,DELL202008VV0B4YSK,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2021-04-29,2204.58,16,32,MacBook Pro-20236920,A202101AFUX4TS7,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2020-03-10,2190.43,16,32,MacBook Pro-20209512,A202205ZN6ZPNBA,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-01-27,1447.81,32,64,XPS 15-20237973,DELL2024112HX5YRCX,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2021-12-15,1666.58,32,64,Pavilion Desktop-20202781,HP202311Y3KBR9N8,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2021-05-25,1004.46,16,32,Envy x360-20205038,HP202403O3KLZUNH,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-12-12,2195.14,64,128,ThinkStation-20225272,LEN202210HP38L3EN,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2020-04-06,1586.64,64,128,Pavilion Desktop-20224817,HP202407CIOGEZK3,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2021-10-14,1511.13,16,32,Galaxy Book3-20236327,SAMS202410EJFNRV3H,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2021-04-06,2312.98,32,64,ThinkStation-20227297,LEN2023050HQFWVW5,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-01-19,1422.31,32,64,XPS 15-20216637,DELL202009XE3ALE7H,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-09-25,1430.34,8,16,MacBook Air-20232901,A202406AY91K2PS,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2021-05-28,1887.27,32,64,Pavilion Desktop-20219069,HP202205VQEMIU9T,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-05-13,1468.99,32,64,XPS 15-20204887,DELL202401WSM3YTK7,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-11-03,1552.34,32,64,ThinkPad X1 Carbon-20228622,LEN202105AAXAMTXW,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-03-18,1391.68,16,32,XPS 15-20229073,DELL202302SRV2NPVB,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-11-10,1529.25,16,32,ThinkPad X1 Carbon-20208151,LEN202404H6DIOEHL,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2022-08-01,1360.37,16,32,Galaxy Book3-20233969,SAMS202207HN1C880D,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2022-04-29,2474.0,32,64,XPS Desktop-20235545,DELL202011IS8YKCFR,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2020-11-09,1879.47,32,64,Pavilion Desktop-20236349,HP2020103YS86Q5X,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-01-26,2081.89,32,64,ThinkStation-20234938,LEN202312TWYB5EXN,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-08-29,1347.46,32,64,ThinkPad X1 Carbon-20208165,LEN2023085X24GTGQ,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-10-11,1554.32,8,16,MacBook Air-20229554,A202301ZKLPCGOT,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2020-01-11,2252.81,16,32,MacBook Pro-20204965,A2022059W96CB5Y,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-06-06,1460.5,16,32,XPS 15-20225242,DELL202201P58Q0694,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2021-04-22,2396.51,32,64,MacBook Pro-20226668,A2023095DG01B8D,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2022-09-27,1540.9,8,16,MacBook Air-20234183,A202104PYAXH2EX,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2020-04-12,1043.29,16,32,Envy x360-20207873,HP202402MTZI0029,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2021-07-15,1571.04,16,32,Galaxy Book3-20207828,SAMS202206BVHRCQOZ,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2022-07-01,2032.81,16,32,MacBook Pro-20225067,A202108955X1W3E,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2022-10-26,1573.32,32,64,Galaxy Book3-20205832,SAMS202203NEUBF7HG,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Snapdragon 8 Gen 2,Qualcomm,8,Windows 11 Pro,22H2,Windows,Tablet,2022-10-03,1015.94,8,16,Galaxy Tab S9-20206383,SAMS202006ZJL6WI3G,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-12-28,2396.37,64,128,ThinkStation-20207890,LEN2020085B30Y08N,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-12-29,2089.6,64,128,XPS Desktop-20238998,DELL202210VD9I4ASX,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Snapdragon 8 Gen 2,Qualcomm,8,Windows 11 Pro,22H2,Windows,Tablet,2022-09-08,1292.02,16,32,Galaxy Tab S9-20223268,SAMS202111I6KGHTJZ,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2021-11-19,1085.75,32,64,Envy x360-20202160,HP202210N78SKKA4,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2021-01-18,1358.29,8,16,MacBook Air-20203101,A202209YWL3YPP2,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-05-22,1582.12,16,32,ThinkPad X1 Carbon-20217236,LEN2022118LQLMIZE,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2020-02-02,1236.01,16,32,Envy x360-20218663,HP202405FM095KIR,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-10-31,1482.14,16,32,ThinkPad X1 Carbon-20238949,LEN202401UJBPYHU6,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2022-09-12,2213.24,32,64,MacBook Pro-20201284,A20230254O6NZ16,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2021-11-04,1157.69,16,32,Envy x360-20201402,HP202309GZ9C363B,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-10-03,1494.87,16,32,XPS 15-20231114,DELL2024100A3UL2B1,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Snapdragon 8 Gen 2,Qualcomm,8,Windows 11 Pro,22H2,Windows,Tablet,2022-02-16,1049.71,8,16,Galaxy Tab S9-20228955,SAMS202001RF5X7GWP,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2022-04-12,1387.76,16,32,MacBook Air-20213108,A202208WIIPUKN9,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2022-05-03,2277.25,32,64,ThinkStation-20218460,LEN20220955CX04EV,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2020-12-17,1595.77,32,64,XPS 15-20222768,DELL202003JG4DU3QW,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-03-11,1420.35,32,64,ThinkPad X1 Carbon-20227162,LEN202410A2UI1OH8,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Snapdragon 8 Gen 2,Qualcomm,8,Windows 11 Pro,22H2,Windows,Tablet,2022-11-29,1055.84,8,16,Galaxy Tab S9-20208668,SAMS202108M0ZLY1X4,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2022-12-24,1991.67,64,128,Pavilion Desktop-20236448,HP2020018YGAONIC,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2022-06-19,1184.29,32,64,Envy x360-20231764,HP2022010B2XYIVN,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-03-17,1511.9,32,64,XPS 15-20201466,DELL202004G3N37EQJ,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-06-14,1410.09,32,64,ThinkPad X1 Carbon-20218894,LEN2022097KQGFGLB,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-09-28,1572.58,16,32,MacBook Air-20227380,A2022112OPIGGNX,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2021-08-23,2135.95,16,32,MacBook Pro-20204221,A202111C9MYPUO2,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2 Pro,Apple,10,macOS,13.2.1,macOS,Laptop,2021-03-02,2001.42,32,64,MacBook Pro-20224508,A202107DIT5RRBI,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2022-03-29,1199.35,16,32,Envy x360-20236675,HP202104HT3OAHPJ,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2022-04-10,1705.67,32,64,Pavilion Desktop-20233530,HP2021115UWROG7C,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2021-12-02,1128.76,32,64,Envy x360-20211369,HP202405E5TSLXKG,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-10-19,2189.91,64,128,ThinkStation-20216663,LEN2021126EHZMBTD,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2021-09-04,2125.79,64,128,XPS Desktop-20238396,DELL202212Q85GGTOM,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-02-18,1593.28,8,16,MacBook Air-20211413,A202411318I9XOK,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2021-03-14,2496.63,64,128,ThinkStation-20226822,LEN2024115TR3R211,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-11-17,2080.64,64,128,XPS Desktop-20238124,DELL2022011X0QHOPE,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2020-11-20,1173.29,32,64,Envy x360-20236808,HP202202OYGQVO56,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2022-11-27,1268.8,32,64,Envy x360-20237917,HP202302XAB76C3S,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-05-27,1578.06,32,64,XPS 15-20235553,DELL202012JT0TMZRI,1
x86_64,64-bit x86 architecture,Samsung,Suwon,South Korea,https://www.samsung.com,+82-2-2053-3000,contact@samsung.com,Intel Core i7-1360P,Intel,12,Windows 11 Pro,22H2,Windows,Laptop,2020-10-30,1382.24,16,32,Galaxy Book3-20234246,SAMS202208YQJ8EYHY,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-09-06,1444.23,32,64,ThinkPad X1 Carbon-20205473,LEN202210FTX65NGO,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i7-13700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2022-09-20,1483.56,32,64,ThinkPad X1 Carbon-20214740,LEN202205BV2YFZT6,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2022-07-25,2290.65,64,128,ThinkStation-20228912,LEN202406HJHJ6UOX,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2021-12-17,1581.44,32,64,Pavilion Desktop-20238017,HP202210W7C01815,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2022-04-11,2116.71,64,128,XPS Desktop-20212329,DELL202008QOLFBEG6,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2020-04-25,2129.04,64,128,XPS Desktop-20221335,DELL2021047Y0XJA0N,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 9 7950X,AMD,16,Windows 11 Pro,22H2,Windows,Desktop,2021-02-10,1697.21,64,128,Pavilion Desktop-20216720,HP202204X9PY31VY,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2022-07-18,2147.15,32,64,XPS Desktop-20202016,DELL2022078XYIN58R,1
x86_64,64-bit x86 architecture,HP,Palo Alto,USA,https://www.hp.com,+1-650-857-1501,contact@hp.com,AMD Ryzen 7 7840U,AMD,8,Windows 11 Pro,22H2,Windows,Laptop,2022-01-21,1166.43,32,64,Envy x360-20222945,HP202109108FOBB7,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2022-02-17,1544.63,8,16,MacBook Air-20229207,A202108SJ2KUS14,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2020-06-06,1365.11,8,16,MacBook Air-20229459,A2023037T7F77O7,1
arm64,64-bit ARM architecture,Apple,Cupertino,USA,https://www.apple.com,+1-408-996-1010,contact@apple.com,Apple M2,Apple,8,macOS,13.2.1,macOS,Laptop,2022-09-11,1402.47,8,16,MacBook Air-20218555,A202106KLXAQ4WD,1
x86_64,64-bit x86 architecture,Lenovo,Beijing,China,https://www.lenovo.com,+86-10-58868888,contact@lenovo.com,Intel Core i9-13900K,Intel,24,Windows 11 Pro,22H2,Windows,Desktop,2021-07-14,2120.29,32,64,ThinkStation-20207037,LEN2022124S0KQGW2,1
x86_64,64-bit x86 architecture,Dell,Round Rock,USA,https://www.dell.com,+1-512-728-7800,contact@dell.com,Intel Core i7-12700H,Intel,14,Windows 11 Pro,22H2,Windows,Laptop,2021-09-13,1503.13,32,64,XPS 15-20234671,DELL2024121OVEKJH6,1
